"Dengue viral component","Human Gene symbol","Human gene Entrez Id","Pubmed Id","Serotype","System","Experiment","Title"
"NS3","ABCD3",5825,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","AIFM1",9131,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","ATAD3A",55210,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","ATP2A2",488,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","CAD",790,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","CDK1",983,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","CSE1L",1434,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","DHCR7",1717,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","DNAAF5",54919,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","DPM1",8813,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","EEF1G",1937,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","GCN1L1",10985,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","HACD3",51495,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","HSD17B12",51144,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","HSP90AB1",3326,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","HSPA1A",3303,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","HSPA8",3312,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","HSPB1",3315,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","HSPD1",3329,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","IPO4",79711,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","MRPL12",6182,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","PHGDH",26227,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","PRKDC",5591,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","RCN2",5955,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","RPS27A",6233,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","SEC61A1",29927,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","SERPINH1",871,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","SFXN1",94081,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","SLC16A1",6566,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","SLC25A1",6576,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","SLC25A11",8402,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","SLC25A13",10165,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","SLC25A3",5250,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","SLC25A5",292,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","SLC25A6",293,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","TECR",9524,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","TUBA1C",84790,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","TUBB",203068,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","VDAC3",7419,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","XPO1",7514,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","ZW10",9183,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS3","NRBP1",29959,24910013,"DENV1, DENV2, DENV3, DENV4","insilico","Computational analysis","Insight into structural organization and protein-protein interaction of non structural 3 (NS3) proteins from dengue serotypes."
"NS3","NFKBIA",4792,24973451,"DENV2","293T, HMEC-1","Co-immunoprecipitation","Dengue viral protease interaction with NF-κB inhibitor α/β results in endothelial cell apoptosis and hemorrhage development"
"NS3","NFKBIB",4793,24973451,"DENV2","293T, HMEC-1","Co-immunoprecipitation","Dengue viral protease interaction with NF-κB inhibitor α/β results in endothelial cell apoptosis and hemorrhage development"
"NS3","HSPA8",3312,26221025,,"293T","Pull down assay, Knock down analysis, ","Dengue NS3, an RNAi suppressor, modulates the human-miRNA pathways through its interacting partner"
"NS3","SYNGR1",9145,26221025,,"293T","Pull down assay, Knock down analysis, ","Dengue NS3, an RNAi suppressor, modulates the human-miRNA pathways through its interacting partner"
"NS3","TARBP2",6895,26221025,,"293T","Pull down assay, Knock down analysis, ","Dengue NS3, an RNAi suppressor, modulates the human-miRNA pathways through its interacting partner"
"NS3","TAZ",6901,26221025,,"293T","Pull down assay, Knock down analysis, ","Dengue NS3, an RNAi suppressor, modulates the human-miRNA pathways through its interacting partner"
"NS4A","PTBP1",5725,19380576,"DENV2","BHK-21, Vero","RNA immunoprecipitation followed by mass spectrometry, Confocal immunofluorescence analysis, siRNA, ","The polypyrimidine tract-binding protein is required for efficient dengue virus propagation and associates with the viral replication machinery."
"NS4A","PTBP1",5725,19450550,"DENV2","Huh-7","Y2H assay, siRNA, Co-immunopreipitation","Polypyrimidine tract-binding protein influences negative strand RNA synthesis of dengue virus."
"NS4A","GAB1",2549,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS4A","ZAP70",7535,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS4A","CALCOCO2",10241,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS4A","CNOT1",23019,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS4A","FN1",2335,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS4A","HAUS4",54930,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS4A","TAX1BP1",8887,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS4A","VIM",7431,24284321,"DENV2","Huh7, BHK-21","Tandem affinity purification, Co-immunoprecipitation, Scanning electron microscopy, In situ proximity ligation assay (PLA), siRNA","Cellular vimentin regulates construction of dengue virus replication complexes through interaction with NS4A protein."
"NS4A","EIF4A1",1973,25866185,"DENV1, DENV2, DENV3","A549","Co-immunoprecipitation, siRNA","Eukaryotic initiation factor 4AI interacts with NS4A of Dengue virus and plays an antiviral role."
"NS4A","DDX58",23586,25968648,"DENV1","293T","Luciferase reporter assays, Western blot","Dengue Virus NS Proteins Inhibit RIG-I/MAVS Signaling by Blocking TBK1/IRF3 Phosphorylation: Dengue Virus Serotype 1 NS4A Is a Unique Interferon-Regulating Virulence Determinant"
"NS4A","IFIH1",64135,25968648,"DENV1","293T","Luciferase reporter assays, Western blot","Dengue Virus NS Proteins Inhibit RIG-I/MAVS Signaling by Blocking TBK1/IRF3 Phosphorylation: Dengue Virus Serotype 1 NS4A Is a Unique Interferon-Regulating Virulence Determinant"
"NS4A","IKBKE",9641,25968648,"DENV1","293T","Luciferase reporter assays, Western blot","Dengue Virus NS Proteins Inhibit RIG-I/MAVS Signaling by Blocking TBK1/IRF3 Phosphorylation: Dengue Virus Serotype 1 NS4A Is a Unique Interferon-Regulating Virulence Determinant"
"NS4A","MAVS",57506,25968648,"DENV1","293T","Luciferase reporter assays, Western blot","Dengue Virus NS Proteins Inhibit RIG-I/MAVS Signaling by Blocking TBK1/IRF3 Phosphorylation: Dengue Virus Serotype 1 NS4A Is a Unique Interferon-Regulating Virulence Determinant"
"NS4A","TBK1",29110,25968648,"DENV1","293T","Luciferase reporter assays, Western blot","Dengue Virus NS Proteins Inhibit RIG-I/MAVS Signaling by Blocking TBK1/IRF3 Phosphorylation: Dengue Virus Serotype 1 NS4A Is a Unique Interferon-Regulating Virulence Determinant"
"NS4B","STAT1",6772,14612562,"DENV2","293T, Vero","Reporter Gene Assays, Immunofluorescence","Inhibition of interferon signaling by dengue virus"
"NS4B","AFTPH",54812,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS4B","AP1M1",8907,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS4B","CLK1",1195,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS4B","COIL",8161,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS4B","CSNK2A1",1457,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS4B","CST3",1471,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS4B","DHX15",1665,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS4B","GAB1",2549,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS4B","KIF17",57576,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS4B","NUMBL",9253,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS4B","TAZ",6901,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS4B","TESK1",7016,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS4B","UBE2I",7329,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS4B","ZAP70",7535,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS4B","CXCL10",3627,21810535,"DENV2","THP-1","FACS, qRT-PCR, Western blot","Maturation of dengue virus nonstructural protein 4B in monocytes enhances production of dengue hemorrhagic fever-associated chemokines and cytokines.
"
"NS4B","CXCL8",3576,21810535,"DENV2","THP-1","FACS, qRT-PCR, Western blot","Maturation of dengue virus nonstructural protein 4B in monocytes enhances production of dengue hemorrhagic fever-associated chemokines and cytokines.
"
"NS4B","IFNG",3458,21810535,"DENV2","THP-1","FACS, qRT-PCR, Western blot","Maturation of dengue virus nonstructural protein 4B in monocytes enhances production of dengue hemorrhagic fever-associated chemokines and cytokines.
"
"NS4B","IL6",3569,21810535,"DENV2","THP-1","FACS, qRT-PCR, Western blot","Maturation of dengue virus nonstructural protein 4B in monocytes enhances production of dengue hemorrhagic fever-associated chemokines and cytokines.
"
"NS4B","TNF",7124,21810535,"DENV2","THP-1","FACS, qRT-PCR, Western blot","Maturation of dengue virus nonstructural protein 4B in monocytes enhances production of dengue hemorrhagic fever-associated chemokines and cytokines.
"
"NS4B","KRT8",3856,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS4B","PGK1",5230,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS4B","UBE2I",7329,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS4B","DDX58",23586,25968648,"DENV1, DENV2, DENV4","293T","Luciferase reporter assays, Western blot","Dengue Virus NS Proteins Inhibit RIG-I/MAVS Signaling by Blocking TBK1/IRF3 Phosphorylation: Dengue Virus Serotype 1 NS4A Is a Unique Interferon-Regulating Virulence Determinant"
"NS4B","IFIH1",64135,25968648,"DENV1, DENV2, DENV4","293T","Luciferase reporter assays, Western blot","Dengue Virus NS Proteins Inhibit RIG-I/MAVS Signaling by Blocking TBK1/IRF3 Phosphorylation: Dengue Virus Serotype 1 NS4A Is a Unique Interferon-Regulating Virulence Determinant"
"NS4B","IKBKE",9641,25968648,"DENV1, DENV2, DENV4","293T","Luciferase reporter assays, Western blot","Dengue Virus NS Proteins Inhibit RIG-I/MAVS Signaling by Blocking TBK1/IRF3 Phosphorylation: Dengue Virus Serotype 1 NS4A Is a Unique Interferon-Regulating Virulence Determinant"
"NS4B","MAVS",57506,25968648,"DENV1, DENV2, DENV4","293T","Luciferase reporter assays, Western blot","Dengue Virus NS Proteins Inhibit RIG-I/MAVS Signaling by Blocking TBK1/IRF3 Phosphorylation: Dengue Virus Serotype 1 NS4A Is a Unique Interferon-Regulating Virulence Determinant"
"NS4B","TBK1",29110,25968648,"DENV1, DENV2, DENV4","293T","Luciferase reporter assays, Western blot","Dengue Virus NS Proteins Inhibit RIG-I/MAVS Signaling by Blocking TBK1/IRF3 Phosphorylation: Dengue Virus Serotype 1 NS4A Is a Unique Interferon-Regulating Virulence Determinant"
"NS5","KPNB1",3837,11257177,"DENV2","Yeast","Y2H assay, GST pull-down assay","A small region of the dengue virus-encoded RNA-dependent RNA polymerase, NS5, confers interaction with both the nuclear transport receptor importin-beta and the viral helicase, NS3."
"NS5","KPNB1",3837,11347963,"DENV2","Yeast","Y2H assay","Characterisation of inter- and intra-molecular interactions of the dengue virus RNA dependent RNA polymerase as potential drug targets."
"NS5","SSB",6741,15084396,"DENV4","U937","UV-induced cross-linking assay","La protein binds to NS5 and NS3 and to the 5' and 3' ends of Dengue 4 virus RNA."
"NS5","CXCL8",3576,16103156,"DENV2","HepG2, Primary Dendritic cells","ELISA, Quantitative RT-PCR","Dengue virus nonstructural protein NS5 induces interleukin-8 transcription and secretion."
"NS5","XPO1",7514,17319160,"DENV2","Vero",,"CRM1-dependent nuclear export of dengue virus type 2 NS5.
"
"NS5","TJP1",7082,19199833,"DENV2","Picchia pastoris, Epithelial cells","Signal PDZ Domain arrays, Immunostaining and confocal laser scanning microscopy","Flavivirus NS5 associates with host-cell proteins zonula occludens-1 (ZO-1) and regulating synaptic membrane exocytosis-2 (RIMS2) via an internal PDZ binding mechanism."
"NS5","STAT2",6773,19279106,"DENV2","293T, Vero, U6A","Immunoprecipitation, FACS","NS5 of dengue virus mediates STAT2 binding and degradation."
"NS5","XPO1",7514,19297323,"DENV2","Vero, 293,293T_x000D_","GST pull down assay, Site-directed mutagenesis, Indirect Immunofluroscence staining","CRM1-mediated nuclear export of dengue virus RNA polymerase NS5 modulates interleukin-8 induction and virus production."
"NS5","STAT2",6773,19754307,"DENV2","K562","Co-immunoprecipitation","Dengue virus NS5 inhibits interferon-alpha signaling by blocking signal transducer and activator of transcription 2 phosphorylation."
"NS5","AKAP9",10142,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","ALDH3A2",224,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","ANKRD50",57182,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","APOB",338,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","CALR",811,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","CAT",847,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","CCDC88C",440193,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","CEP135",9662,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","CGNL1",84952,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","COBLL1",22837,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","COPS2",9318,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","CTNNB1",1499,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","CUL7",9820,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","DCUN1D4",23142,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","DDX3X",1654,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","DDX5",1655,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","DST",667,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","EID1",23741,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","ERC1",23085,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","FGA",2243,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","GOLGA2",2801,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","HOOK1",51361,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","LUC7L3",51747,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","MATR3",9782,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","NUMA1",4926,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","NUP50",10762,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","PCNT",5116,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","PIAS1",8554,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","RILPL2",196383,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","RNASET2",8635,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","SDCCAG8",10806,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","SPTAN1",6709,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","SPTBN2",6712,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","SRSF11",9295,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","STAT2",6773,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","SYNE1",23345,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","TP53BP2",7159,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","TRIM62",55223,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","TRIP11",9321,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","TTC1",7265,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","UBE2I",7329,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","VPS37A",137492,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS5","ARID2",196528,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
